Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Rarity,Price,Image URL,Last Updated
2,0,Electrostatic Field,Guilds of Ravnica,97,Near Mint,English,,,,,,,,$0.00,Creature - Wall,{1}{R},Uncommon,$0.71,https://s.deckbox.org/system/images/mtg/cards/452847.jpg,2020-07-19 11:54:50 UTC
1,0,Elemental,Extras: Rivals of Ixalan,1,Near Mint,English,,,,,,,,$0.00,Token Creature - Elemental,,Common,$0.23,https://s.deckbox.org/system/images/mtg/cards/2000796.jpg,2020-07-19 07:00:32 UTC
2,0,Elemental,Extras: Rivals of Ixalan,2,Near Mint,English,,,,,,,,$0.00,Token Creature - Elemental,,Common,$0.20,https://s.deckbox.org/system/images/mtg/cards/2000797.jpg,2020-07-19 07:00:32 UTC
1,0,Elemental,Extras: Dominaria,8,Near Mint,English,,,,,,,,$0.00,Token Creature - Elemental,,Common,$0.15,https://s.deckbox.org/system/images/mtg/cards/2000910.jpg,2020-07-19 06:53:11 UTC
1,0,Elemental,Extras: Core Set 2020,7,Near Mint,English,,,,,,,,$0.00,Token Creature - Elemental,,Common,$0.29,https://s.deckbox.org/system/images/mtg/cards/2004941.jpg,2020-07-19 06:42:56 UTC
1,0,Elemental,Extras: Strixhaven: School of Mages,2,Near Mint,English,,,,,,,,$0.00,Token Creature - Elemental,,Common,$0.15,https://s.deckbox.org/system/images/mtg/cards/2018349.jpg,2021-05-10 15:31:21 UTC
1,0,Elemental Bird,Extras: Core Set 2020,4,Near Mint,English,,,,,,,,$0.00,Token Creature - Elemental Bird,"",Common,$0.20,https://s.deckbox.org/system/images/mtg/cards/2004938.jpg,2020-07-19 06:44:15 UTC
2,0,Elf Knight,Extras: Guilds of Ravnica,6,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.15,https://s.deckbox.org/system/images/mtg/cards/2003173.jpg,2020-07-19 06:51:09 UTC
2,0,Elfhame Druid,Dominaria,159,Near Mint,English,,,,,,,,$0.00,Creature - Elf Druid,{1}{G},Uncommon,$0.11,https://s.deckbox.org/system/images/mtg/cards/443047.jpg,2020-07-19 13:24:45 UTC
1,0,Elgaud Inquisitor,Dark Ascension,6,Near Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{3}{W},Common,$0.10,https://s.deckbox.org/system/images/mtg/cards/245219.jpg,2021-05-01 12:59:55 UTC
1,0,Eliminate,Strixhaven Mystical Archive,30,Near Mint,English,,,,,,,,$0.00,Instant,{1}{B},Uncommon,$0.08,https://s.deckbox.org/system/images/mtg/cards/2018882.jpg,2021-10-22 07:34:29 UTC
1,0,Eliminate,Strixhaven Mystical Archive,93,Near Mint,English,foil,,,,,,,$0.00,Instant,{1}{B},Uncommon,$0.42,https://s.deckbox.org/system/images/mtg/cards/2018945.jpg,2021-11-25 08:11:37 UTC
2,0,Elite Headhunter,Throne of Eldraine,209,Near Mint,English,,,,,,,,$0.00,Creature - Human Knight,{BR}{BR}{BR}{BR},Uncommon,$0.06,https://s.deckbox.org/system/images/mtg/cards/2005449.jpg,2020-07-19 13:42:42 UTC
1,0,Elite Instructor,Theros Beyond Death,49,Near Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{2}{U},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/476300.jpg,2021-05-02 05:18:08 UTC
1,0,Elite Scaleguard,Fate Reforged,12,Near Mint,English,,,,,,,,$0.00,Creature - Human Soldier,{4}{W},Uncommon,$0.11,https://s.deckbox.org/system/images/mtg/cards/391826.jpg,2021-05-01 14:34:45 UTC
1,0,Elvish Reclaimer,Core Set 2020,169,Near Mint,English,,,,,,,,$0.00,Creature - Elf Warrior,{G},Rare,$5.04,https://s.deckbox.org/system/images/mtg/cards/466923.jpg,2020-07-19 10:27:25 UTC
1,0,Embalmer's Tools,Amonkhet,227,Near Mint,English,,,,,,,,$0.00,Artifact,{2},Uncommon,$0.17,https://s.deckbox.org/system/images/mtg/cards/426929.jpg,2020-07-19 08:44:58 UTC
1,0,Ember Beast,Battlebond,175,Near Mint,English,,,,,,,,$0.00,Creature - Beast,{2}{R},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/446143.jpg,2020-07-19 11:35:26 UTC
1,0,Ember Hauler,Core Set 2020,137,Near Mint,English,,,,,,,,$0.00,Creature - Goblin,{R}{R},Uncommon,$0.06,https://s.deckbox.org/system/images/mtg/cards/466891.jpg,2020-07-19 10:38:36 UTC
2,0,Embereth Paladin,Throne of Eldraine,121,Near Mint,English,,,,,,,,$0.00,Creature - Human Knight,{3}{R},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2005361.jpg,2020-07-19 13:56:22 UTC
1,0,Embereth Shieldbreaker // Battle Display,Throne of Eldraine,122,Near Mint,English,,,,,,,,$0.00,Creature - Human Knight // Sorcery - Adventure,{1}{R} // {R},Uncommon,$0.09,https://s.deckbox.org/system/images/mtg/cards/2005362.jpg,2020-07-19 13:56:08 UTC
1,0,"Emblem: Chandra, Awakened Inferno",Extras: Core Set 2020,11,Near Mint,English,,,,,,,,$0.00,Emblem,"",Common,$0.53,https://s.deckbox.org/system/images/mtg/cards/2004945.jpg,2020-07-19 06:41:19 UTC
1,0,"Emblem: Huatli, Radiant Champion",Extras: Rivals of Ixalan,5,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.25,https://s.deckbox.org/system/images/mtg/cards/2000800.jpg,2020-07-19 06:59:05 UTC
1,0,"Emblem: Mu Yanling, Sky Dancer",Extras: Core Set 2020,12,Near Mint,English,,,,,,,,$0.00,Emblem,"",Common,$0.61,https://s.deckbox.org/system/images/mtg/cards/2004946.jpg,2020-07-19 06:40:27 UTC
1,0,Embodiment of Agonies,Core Set 2020,98,Near Mint,English,,,,,,,,$0.00,Creature - Demon,{1}{B}{B},Rare,$0.28,https://s.deckbox.org/system/images/mtg/cards/466852.jpg,2020-07-19 10:44:32 UTC
1,0,Embraal Bruiser,Kaladesh,79,Near Mint,English,foil,,,,,,,$0.00,Creature - Human Warrior,{1}{B},Uncommon,$0.06,https://s.deckbox.org/system/images/mtg/cards/417652.jpg,2020-07-19 08:48:50 UTC
1,0,Emergence Zone,War of the Spark,245,Near Mint,English,,,,,,,,$0.00,Land,,Uncommon,$0.91,https://s.deckbox.org/system/images/mtg/cards/461172.jpg,2020-07-19 07:37:21 UTC
1,0,Emergent Sequence,Strixhaven: School of Mages,129,Near Mint,English,,,,,,,,$0.00,Sorcery,{1}{G},Uncommon,$0.17,https://s.deckbox.org/system/images/mtg/cards/2018064.jpg,2021-06-11 06:48:38 UTC
1,0,Emissary of Sunrise,Ixalan,10,Near Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{2}{W},Uncommon,$0.08,https://s.deckbox.org/system/images/mtg/cards/435161.jpg,2021-05-02 04:16:27 UTC
2,0,Encampment Keeper,Ixalan,11,Near Mint,English,,,,,,,,$0.00,Creature - Dog,{W},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/435162.jpg,2021-05-02 04:18:57 UTC
1,0,Encrust,Magic 2015 Core Set,53,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{U}{U},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/383230.jpg,2021-05-01 14:01:59 UTC
1,0,End-Raze Forerunners,Ravnica Allegiance,124,Near Mint,English,,,,,,,,$0.00,Creature - Boar,{5}{G}{G}{G},Rare,$0.38,https://s.deckbox.org/system/images/mtg/cards/457268.jpg,2020-07-19 12:14:50 UTC
1,0,Enforcer Griffin,War of the Spark,11,Near Mint,English,,,,,,,,$0.00,Creature - Griffin,{4}{W},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/460938.jpg,2020-07-19 08:17:30 UTC
1,0,Enter the Unknown,Rivals of Ixalan,128,Near Mint,English,,,,,,,,$0.00,Sorcery,{G},Uncommon,$0.18,https://s.deckbox.org/system/images/mtg/cards/439785.jpg,2020-07-19 04:10:53 UTC
1,0,Entreat the Angels,From the Vault: Angels,7,Good (Lightly Played),English,foil,,,,,,,$0.00,Sorcery,{X}{X}{W}{W}{W},MythicRare,$2.51,https://s.deckbox.org/system/images/mtg/cards/401634.jpg,2020-07-19 09:18:02 UTC
1,0,Environmental Sciences,Strixhaven: School of Mages,1,Near Mint,English,,,,,,,,$0.00,Sorcery - Lesson,{2},Common,$0.11,https://s.deckbox.org/system/images/mtg/cards/2017935.jpg,2021-05-10 15:21:26 UTC
1,0,Ephara's Radiance,Born of the Gods,9,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{W},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/378381.jpg,2020-07-19 09:22:56 UTC
1,0,Ephemerate,Strixhaven Mystical Archive,5,Near Mint,English,,,,,,,,$0.00,Instant,{W},Rare,$2.30,https://s.deckbox.org/system/images/mtg/cards/2018857.jpg,2021-10-22 07:32:02 UTC
1,0,Epic Downfall,Throne of Eldraine,85,Near Mint,English,,,,,,,,$0.00,Sorcery,{1}{B},Uncommon,$0.17,https://s.deckbox.org/system/images/mtg/cards/2005325.jpg,2020-07-19 14:01:10 UTC
1,0,Epicure of Blood,Core Set 2019,95,Near Mint,English,,,,,,,,$0.00,Creature - Vampire,{4}{B},Common,$0.10,https://s.deckbox.org/system/images/mtg/cards/447231.jpg,2020-07-19 03:50:04 UTC
1,0,Epitaph Golem,Core Set 2021,230,Near Mint,English,,,,,,,,$0.00,Artifact Creature - Golem,{5},Uncommon,$0.07,https://s.deckbox.org/system/images/mtg/cards/2012676.jpg,2020-12-11 13:31:21 UTC
2,0,Erase,Magic 2013,13,Near Mint,English,,,,,,,,$0.00,Instant,{W},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/259723.jpg,2021-05-01 13:15:31 UTC
1,0,Erase,Khans of Tarkir,9,Near Mint,English,,,,,,,,$0.00,Instant,{W},Common,$0.10,https://s.deckbox.org/system/images/mtg/cards/386533.jpg,2021-05-01 14:18:05 UTC
1,0,Errant Ephemeron,Time Spiral Remastered,66,Near Mint,English,,,,,,,,$0.00,Creature - Illusion,{6}{U},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2017491.jpg,2021-05-10 15:08:50 UTC
2,0,Erratic Cyclops,Guilds of Ravnica,98,Near Mint,English,,,,,,,,$0.00,Creature - Cyclops Shaman,{3}{R},Rare,$0.12,https://s.deckbox.org/system/images/mtg/cards/452848.jpg,2020-07-19 11:54:27 UTC
1,0,Erratic Portal,The List,253,Near Mint,English,,,,,,,,$0.00,Artifact,{4},Rare,$2.68,https://s.deckbox.org/system/images/mtg/cards/2015500.jpg,2021-05-10 15:03:43 UTC
3,0,Erratic Visionary,War of the Spark,48,Near Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{1}{U},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/460975.jpg,2020-07-19 08:10:49 UTC
1,0,Erratic Visionary,War of the Spark,48,Near Mint,Japanese,,,,,,,,$0.00,Creature - Human Wizard,{1}{U},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/460975.jpg,2020-07-19 07:35:46 UTC
1,0,Escape Velocity,Theros Beyond Death,132,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{R},Uncommon,$0.11,https://s.deckbox.org/system/images/mtg/cards/476383.jpg,2021-05-02 05:19:21 UTC
1,0,Esper Charm,Commander 2018,179,Near Mint,English,,,,,,,,$0.00,Instant,{W}{U}{B},Uncommon,$0.74,https://s.deckbox.org/system/images/mtg/cards/451134.jpg,2020-07-19 08:43:05 UTC
2,0,Essence Capture,Ravnica Allegiance,37,Near Mint,English,,,,,,,,$0.00,Instant,{U}{U},Uncommon,$0.14,https://s.deckbox.org/system/images/mtg/cards/457181.jpg,2020-07-19 04:15:39 UTC
1,0,Essence Infusion,Strixhaven: School of Mages,69,Near Mint,English,,,,,,,,$0.00,Sorcery,{1}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2018004.jpg,2021-05-10 15:23:23 UTC
3,0,Essence Scatter,Core Set 2019,54,Near Mint,English,,,,,,,,$0.00,Instant,{1}{U},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/447190.jpg,2020-07-19 10:06:51 UTC
1,0,Eternal Isolation,Core Set 2020,15,Near Mint,English,,,,,,,,$0.00,Sorcery,{1}{W},Uncommon,$0.09,https://s.deckbox.org/system/images/mtg/cards/466769.jpg,2020-07-19 11:26:21 UTC
1,0,Eternal Thirst,Magic 2015 Core Set,95,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{B},Common,$0.14,https://s.deckbox.org/system/images/mtg/cards/383234.jpg,2021-05-01 14:04:50 UTC
1,0,Ethercaste Knight,Alara Reborn,3,Near Mint,English,,,,,,,,$0.00,Artifact Creature - Human Knight,{W}{U},Common,$0.12,https://s.deckbox.org/system/images/mtg/cards/179542.jpg,2021-01-15 18:40:08 UTC
3,0,Ethereal Ambush,Fate Reforged,152,Near Mint,English,,,,,,,,$0.00,Instant,{3}{G}{U},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/391828.jpg,2021-05-01 14:42:21 UTC
1,0,Ethereal Guidance,Shadows over Innistrad,18,Near Mint,English,,,,,,,,$0.00,Sorcery,{2}{W},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/409756.jpg,2021-05-01 17:18:30 UTC
1,0,Eutropia the Twice-Favored,Theros Beyond Death,216,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Human Wizard,{1}{G}{U},Uncommon,$0.10,https://s.deckbox.org/system/images/mtg/cards/476467.jpg,2021-05-02 05:19:52 UTC
1,0,Everbark Shaman,Morningtide,121,Near Mint,English,,,,,,,,$0.00,Creature - Treefolk Shaman,{4}{G},Common,$0.16,https://s.deckbox.org/system/images/mtg/cards/152968.jpg,2020-07-19 09:35:15 UTC
1,0,Everdawn Champion,Rivals of Ixalan,6,Near Mint,English,,,,,,,,$0.00,Creature - Human Soldier,{1}{W}{W},Uncommon,$0.08,https://s.deckbox.org/system/images/mtg/cards/439663.jpg,2020-07-19 04:47:49 UTC
1,0,Everdream,Modern Horizons,47,Near Mint,English,,,,,,,,$0.00,Instant,{1}{U},Uncommon,$0.08,https://s.deckbox.org/system/images/mtg/cards/463996.jpg,2020-07-19 04:12:29 UTC
1,0,Evil Eye of Orms-by-Gore,Fifth Edition,21,Near Mint,English,,,,,,,,$0.00,Creature - Eye,{4}{B},Uncommon,$0.20,https://s.deckbox.org/system/images/mtg/cards/3842.jpg,2021-01-14 15:46:18 UTC
2,0,Eviscerate,Dominaria,91,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/442979.jpg,2020-07-19 13:28:00 UTC
2,0,Evolving Wilds,Rise of the Eldrazi,228,Near Mint,English,,,,,,,,$0.00,Land,,Common,$0.13,https://s.deckbox.org/system/images/mtg/cards/193483.jpg,2021-05-02 05:25:40 UTC
4,0,Evolving Wilds,Battle for Zendikar,236,Near Mint,English,,,,,,,,$0.00,Land,,Common,$0.11,https://s.deckbox.org/system/images/mtg/cards/401872.jpg,2021-05-02 05:33:11 UTC
2,0,Evolving Wilds,Rivals of Ixalan,186,Near Mint,English,,,,,,,,$0.00,Land,,Common,$0.12,https://s.deckbox.org/system/images/mtg/cards/439850.jpg,2020-07-19 16:21:08 UTC
1,0,Evolving Wilds,Core Set 2020,246,Near Mint,English,,,,,,,,$0.00,Land,,Common,$0.11,https://s.deckbox.org/system/images/mtg/cards/467000.jpg,2021-05-02 05:25:37 UTC
1,0,Evolving Wilds,Adventures in the Forgotten Realms,256,Near Mint,English,,,,,,,,$0.00,Land,,Common,$0.10,https://s.deckbox.org/system/images/mtg/cards/2020794.jpg,2021-09-18 14:58:51 UTC
1,0,Evolving Wilds,Adventures in the Forgotten Realms,353,Near Mint,English,,,,,,,,$0.00,Land,,Common,$0.24,https://s.deckbox.org/system/images/mtg/cards/2020891.jpg,2021-09-18 15:35:57 UTC
1,0,Excavation Mole,Ikoria: Lair of Behemoths,150,Near Mint,English,,,,,,,,$0.00,Creature - Mole,{2}{G},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2011671.jpg,2020-07-20 01:03:03 UTC
2,0,Excoriate,Born of the Gods,10,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{W},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/378382.jpg,2021-05-01 13:47:40 UTC
1,0,Executioner's Hood,Dark Ascension,148,Near Mint,English,,,,,,,,$0.00,Artifact - Equipment,{2},Common,$0.11,https://s.deckbox.org/system/images/mtg/cards/244737.jpg,2021-05-01 13:05:42 UTC
1,0,Exemplar of Strength,Amonkhet,165,Near Mint,English,foil,,,,,,,$0.00,Creature - Human Warrior,{1}{G},Uncommon,$0.23,https://s.deckbox.org/system/images/mtg/cards/426867.jpg,2020-07-19 08:45:09 UTC
1,0,Exhilarating Elocution,Strixhaven: School of Mages,185,Near Mint,English,,,,,,,,$0.00,Sorcery,{2}{W}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2018135.jpg,2021-05-10 15:25:38 UTC
1,0,Expanded Anatomy,Strixhaven: School of Mages,2,Near Mint,English,,,,,,,,$0.00,Sorcery - Lesson,{3},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/2017936.jpg,2021-06-11 06:44:49 UTC
2,0,Expedite,Oath of the Gatewatch,108,Near Mint,English,,,,,,,,$0.00,Instant,{R},Common,$0.16,https://s.deckbox.org/system/images/mtg/cards/407618.jpg,2020-07-19 08:57:42 UTC
1,0,Expedition Envoy,Battle for Zendikar,24,Near Mint,English,,,,,,,,$0.00,Creature - Human Scout Ally,{W},Uncommon,$0.08,https://s.deckbox.org/system/images/mtg/cards/401874.jpg,2021-05-01 17:03:14 UTC
1,0,Expedition Raptor,Battlebond,92,Near Mint,English,,,,,,,,$0.00,Creature - Bird,{3}{W}{W},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/446060.jpg,2020-07-19 11:38:20 UTC
1,0,Explorer's Scope,Conspiracy,198,Near Mint,English,,,,,,,,$0.00,Artifact - Equipment,{1},Uncommon,$0.14,https://s.deckbox.org/system/images/mtg/cards/382263.jpg,2020-07-19 09:20:33 UTC
1,0,Expose to Daylight,Ravnica Allegiance,8,Near Mint,English,,,,,,,,$0.00,Instant,{2}{W},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/457152.jpg,2020-07-19 12:26:13 UTC
2,0,Exultant Cultist,Eldritch Moon,59,Near Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{2}{U},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/414353.jpg,2021-05-02 03:33:05 UTC
2,0,Exultant Skymarcher,Rivals of Ixalan,7,Near Mint,English,,,,,,,,$0.00,Creature - Vampire Soldier,{1}{W}{W},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/439664.jpg,2020-07-19 03:49:47 UTC
1,0,Eye Collector,Throne of Eldraine,86,Near Mint,English,,,,,,,,$0.00,Creature - Faerie,{B},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/2005326.jpg,2020-07-19 14:01:03 UTC
1,0,Eye of Vecna,Adventures in the Forgotten Realms,243,Near Mint,English,,,,,,,,$0.00,Legendary Artifact,{2},Rare,$0.33,https://s.deckbox.org/system/images/mtg/cards/2020781.jpg,2021-09-18 15:38:16 UTC
1,0,Eyeblight Assassin,Battlebond,143,Near Mint,English,,,,,,,,$0.00,Creature - Elf Assassin,{2}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/446111.jpg,2021-05-01 16:52:32 UTC
1,0,Eyeblight Assassin,Magic Origins,95,Near Mint,English,,,,,,,,$0.00,Creature - Elf Assassin,{2}{B},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/398535.jpg,2021-05-01 16:52:32 UTC
2,0,Eyeblight Massacre,Magic Origins,96,Near Mint,English,,,,,,,,$0.00,Sorcery,{2}{B}{B},Uncommon,$0.09,https://s.deckbox.org/system/images/mtg/cards/398645.jpg,2021-05-01 16:52:57 UTC
1,0,Faceless Butcher,"Time Spiral ""Timeshifted""",43,Near Mint,English,,,,,,,,$0.00,Creature - Nightmare Horror,{2}{B}{B},Special,$0.27,https://s.deckbox.org/system/images/mtg/cards/108840.jpg,2021-01-14 17:28:28 UTC
1,0,Facevaulter,Lorwyn,111,Near Mint,English,,,,,,,,$0.00,Creature - Goblin Warrior,{B},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/142361.jpg,2021-01-14 19:11:52 UTC
1,0,Fae of Wishes // Granted,Throne of Eldraine,282,Near Mint,English,,,,,,,,$0.00,Creature - Faerie Wizard // Sorcery - Adventure,{1}{U} // {3}{U},Rare,$0.42,https://s.deckbox.org/system/images/mtg/cards/2005522.jpg,2021-11-09 08:54:34 UTC
1,0,Faerie Dragon,Extras: Adventures in the Forgotten Realms,4,Near Mint,English,,,,,,,,$0.00,Token Creature - Faerie Dragon,"",Common,$0.15,https://s.deckbox.org/system/images/mtg/cards/2020944.jpg,2021-09-18 14:48:44 UTC
2,0,Faerie Duelist,Ravnica Allegiance,39,Near Mint,English,,,,,,,,$0.00,Creature - Faerie Rogue,{1}{U},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/457183.jpg,2020-07-19 12:24:09 UTC
1,0,Faerie Guidemother // Gift of the Fae,Throne of Eldraine,11,Near Mint,English,,,,,,,,$0.00,Creature - Faerie // Sorcery - Adventure,{W} // {1}{W},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/2005251.jpg,2021-09-18 15:33:11 UTC
2,0,Faerie Guidemother // Gift of the Fae,Throne of Eldraine,274,Near Mint,English,,,,,,,,$0.00,Creature - Faerie // Sorcery - Adventure,{W} // {1}{W},Common,$0.32,https://s.deckbox.org/system/images/mtg/cards/2005514.jpg,2021-12-17 08:00:29 UTC
1,0,Faerie Impostor,Return to Ravnica,39,Near Mint,English,,,,,,,,$0.00,Creature - Faerie Rogue,{U},Uncommon,$0.15,https://s.deckbox.org/system/images/mtg/cards/322459.jpg,2021-05-01 13:21:19 UTC
4,0,Faerie Miscreant,Core Set 2020,58,Near Mint,English,,,,,,,,$0.00,Creature - Faerie Rogue,{U},Common,$0.14,https://s.deckbox.org/system/images/mtg/cards/466812.jpg,2020-07-19 11:11:40 UTC
1,0,Faerie Vandal,Throne of Eldraine,45,Near Mint,English,,,,,,,,$0.00,Creature - Faerie Rogue,{1}{U},Uncommon,$0.08,https://s.deckbox.org/system/images/mtg/cards/2005285.jpg,2021-05-02 05:14:36 UTC
1,0,Faith's Fetters,Ravnica: City of Guilds,16,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{3}{W},Common,$0.11,https://s.deckbox.org/system/images/mtg/cards/83609.jpg,2021-01-14 18:15:42 UTC
1,0,Falconer Adept,Core Set 2021,18,Near Mint,English,,,,,,,,$0.00,Creature - Human Soldier,{3}{W},Uncommon,$0.05,https://s.deckbox.org/system/images/mtg/cards/2012464.jpg,2020-12-11 13:35:27 UTC
1,0,Falkenrath Forebear,Innistrad: Crimson Vow,291,Near Mint,English,foil,,,,,,,$0.00,Creature - Vampire,{2}{B},Rare,$0.12,https://s.deckbox.org/system/images/mtg/cards/2023979.jpg,2022-02-09 09:27:07 UTC
1,0,Falkenrath Noble,Innistrad,100,Near Mint,English,,,,,,,,$0.00,Creature - Vampire Noble,{3}{B},Uncommon,$0.23,https://s.deckbox.org/system/images/mtg/cards/226751.jpg,2021-05-01 12:52:58 UTC
2,0,Falkenrath Torturer,Dark Ascension,60,Near Mint,English,,,,,,,,$0.00,Creature - Vampire,{2}{B},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/262697.jpg,2021-05-01 13:03:49 UTC
1,0,Fall of the Hammer,Born of the Gods,93,Near Mint,English,,,,,,,,$0.00,Instant,{1}{R},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/378465.jpg,2020-07-19 09:22:13 UTC
1,0,Famished Paladin,Rivals of Ixalan,8,Near Mint,English,,,,,,,,$0.00,Creature - Vampire Knight,{1}{W},Uncommon,$0.18,https://s.deckbox.org/system/images/mtg/cards/439665.jpg,2020-07-19 03:53:16 UTC
1,0,Fanatic of Xenagos,Born of the Gods,147,Near Mint,English,,,,,,,,$0.00,Creature - Centaur Warrior,{1}{R}{G},Uncommon,$0.08,https://s.deckbox.org/system/images/mtg/cards/378519.jpg,2020-07-19 09:21:41 UTC
1,0,Fanatical Firebrand,Rivals of Ixalan,101,Near Mint,English,,,,,,,,$0.00,Creature - Goblin Pirate,{R},Common,$0.14,https://s.deckbox.org/system/images/mtg/cards/439758.jpg,2020-07-19 08:38:09 UTC
1,0,Farfinder,Ikoria: Lair of Behemoths,2,Near Mint,English,,,,,,,,$0.00,Creature - Fox,{3},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/2011523.jpg,2020-07-20 01:01:43 UTC
1,0,"Farideh, Devil's Chosen",Adventures in the Forgotten Realms,221,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Tiefling Warlock,{2}{U}{R},Uncommon,$0.07,https://s.deckbox.org/system/images/mtg/cards/2020759.jpg,2021-09-18 15:08:09 UTC
1,0,Fatal Blow,Classic Sixth Edition,128,Near Mint,English,,,,,,,,$0.00,Instant,{B},Common,$0.14,https://s.deckbox.org/system/images/mtg/cards/16623.jpg,2021-01-14 16:36:10 UTC
1,0,Fateful End,Theros Beyond Death,133,Near Mint,English,,,,,,,,$0.00,Instant,{2}{R},Uncommon,$0.05,https://s.deckbox.org/system/images/mtg/cards/476384.jpg,2020-07-19 12:48:14 UTC
2,0,Fathom Fleet Cutthroat,Core Set 2020,100,Near Mint,English,,,,,,,,$0.00,Creature - Human Pirate,{3}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/466854.jpg,2020-07-19 10:44:23 UTC
1,0,Fearless Fledgling,Zendikar Rising,291,Near Mint,English,,,,,,,,$0.00,Creature - Griffin,{1}{W},Uncommon,$0.05,https://s.deckbox.org/system/images/mtg/cards/2014852.jpg,2021-11-25 07:23:50 UTC
2,0,Fearless Halberdier,Guilds of Ravnica,100,Near Mint,English,,,,,,,,$0.00,Creature - Human Warrior,{2}{R},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/452850.jpg,2020-07-19 11:54:11 UTC
1,0,Feast of Dreams,Journey into Nyx,69,Near Mint,English,,,,,,,,$0.00,Instant,{1}{B},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/380412.jpg,2021-05-01 13:54:31 UTC
2,0,"Feather, the Redeemed",War of the Spark,197,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Angel,{R}{W}{W},Rare,$1.17,https://s.deckbox.org/system/images/mtg/cards/461124.jpg,2020-07-19 07:42:24 UTC
1,0,Fell Shepherd,Commander 2013,78,Near Mint,English,,,,,,,,$0.00,Creature - Avatar,{5}{B}{B},Rare,$0.24,https://s.deckbox.org/system/images/mtg/cards/376330.jpg,2021-05-01 13:46:16 UTC
3,0,Fell the Pheasant,Throne of Eldraine,153,Near Mint,English,,,,,,,,$0.00,Instant,{1}{G},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/2005393.jpg,2021-05-02 05:15:17 UTC
1,0,Fen Stalker,Prophecy,64,Near Mint,English,,,,,,,,$0.00,Creature - Nightstalker,{3}{B},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/24602.jpg,2021-01-14 17:21:21 UTC
1,0,Fencing Ace,Core Set 2020,16,Near Mint,English,,,,,,,,$0.00,Creature - Human Soldier,{1}{W},Uncommon,$0.05,https://s.deckbox.org/system/images/mtg/cards/466770.jpg,2020-07-19 11:26:12 UTC
